iter	MAE
664	2.314578344
665	2.304588041
666	2.292046495
667	2.282727193
668	2.272200818
669	2.258022768
670	2.243765448
671	2.236038049
672	2.233394314
673	2.22375432
674	2.217795442
675	2.212411116
676	2.199666138
677	2.191114593
678	2.177035052
679	2.169184182
680	2.164985247
681	2.156528705
682	2.148896577
683	2.140634976
684	2.13675333
685	2.128690734
686	2.122113526
687	2.117660556
688	2.111020971
689	2.103572804
690	2.102158574
691	2.088870833
692	2.078603064
693	2.073877231
694	2.072521844
695	2.071720691
696	2.065603602
697	2.063252545
698	2.05385743
699	2.047136006
700	2.036120579
701	2.032361994
702	2.029171944
703	2.020438883
704	2.015892367
705	2.006612012
706	1.99930605
707	1.995181111
708	1.985006249
709	1.975961209
710	1.972453197
711	1.967825054
712	1.963429402
713	1.962390332
714	1.957813007
715	1.945293275
716	1.939025842
717	1.932614996
718	1.921848647
719	1.917792023
720	1.908701274
721	1.897553453
722	1.890501113
723	1.8833911
724	1.875204088
725	1.869841934
726	1.866484121
727	1.862516501
728	1.857163923
729	1.850310644
730	1.847946622
731	1.845767747
732	1.8410032
733	1.83216052
734	1.825837984
735	1.822460762
736	1.80905314
737	1.801253921
738	1.797975022
739	1.792415314
740	1.787032318
741	1.782613005
742	1.777848855
743	1.770536287
744	1.766547612
745	1.759205438
746	1.752083017
747	1.747770096
748	1.743450044
749	1.735829481
750	1.730932305
751	1.725994888
752	1.718014855
753	1.710592185
754	1.702268487
755	1.69363363
756	1.686215914
757	1.676863864
758	1.674517295
759	1.667263573
760	1.664179852
761	1.661804585
762	1.659681833
763	1.654771891
764	1.651541884
765	1.648252961
766	1.646176766
767	1.641137578
768	1.635558764
769	1.627814185
770	1.62602661
771	1.624988301
772	1.613499941
773	1.607788407
774	1.598803846
775	1.59153996
776	1.586201282
777	1.579274691
778	1.5714531
779	1.569336376
780	1.55963595
781	1.556972932
782	1.552371669
783	1.543006862
784	1.540804372
785	1.533025999
786	1.530802178
787	1.519245877
788	1.516732161
789	1.512136409
790	1.504142753
791	1.500475914
792	1.494699993
793	1.49226951
794	1.488887551
795	1.484173225
796	1.481818172
797	1.477477686
798	1.472470922
799	1.465522898
800	1.461743402
801	1.456823134
802	1.454017455
803	1.45016919
804	1.4376874
805	1.430094391
806	1.426350317
807	1.421068728
808	1.414127169
809	1.411490944
810	1.40625771
811	1.405380024
812	1.399948346
813	1.393522649
814	1.388387154
815	1.384309477
816	1.379169386
817	1.374005343
818	1.371489786
819	1.362266151
820	1.357776571
821	1.353486361
822	1.351257666
823	1.349885642
824	1.343744397
825	1.334151116
826	1.332548317
827	1.327491791
828	1.324937193
829	1.324368738
830	1.319220192
831	1.315433049
832	1.31283403
833	1.30964998
834	1.307271022
835	1.30664003
836	1.304915024
837	1.304640999
838	1.30216142
839	1.298002391
840	1.295543088
841	1.291672619
842	1.288350922
843	1.286063646
844	1.279369278
845	1.275557685
846	1.267313358
847	1.26438709
848	1.256594836
849	1.251303899
850	1.246625992
851	1.245261478
852	1.243852999
853	1.24086535
854	1.229365832
855	1.222598105
856	1.218700428
857	1.211011668
858	1.207764938
859	1.203732077
860	1.197970893
861	1.197269036
862	1.191764317
863	1.189155739
864	1.186205422
865	1.182666658
866	1.177752516
867	1.172807335
868	1.169365189
869	1.164927015
870	1.161277289
871	1.156397292
872	1.154540103
873	1.15167635
874	1.149609012
875	1.148392202
876	1.144703844
877	1.141331991
878	1.140520343
879	1.137325615
880	1.132328625
881	1.130917518
882	1.12934741
883	1.128728051
884	1.127639059
885	1.118426887
886	1.112391789
887	1.111821576
888	1.108130033
889	1.105883565
890	1.104328964
891	1.100698199
892	1.095206772
893	1.09419421
894	1.090073736
895	1.087227002
896	1.083486559
897	1.078766137
898	1.075693043
899	1.07462807
900	1.073127481
901	1.071604336
902	1.06876909
903	1.067055859
904	1.064142549
905	1.061769831
906	1.059454841
907	1.05846642
908	1.057855075
909	1.055101476
910	1.051185064
911	1.049362987
912	1.04880346
913	1.046591331
914	1.044706576
915	1.041323253
916	1.038087866
917	1.034215642
918	1.032787167
919	1.032384353
920	1.031776699
921	1.029592655
922	1.027672825
923	1.023400768
924	1.020626038
925	1.013675281
926	1.012365369
927	1.010969613
928	1.00699439
929	0.9997718452
930	0.9947566869
931	0.9938055845
932	0.9888893384
933	0.9886144977
934	0.9857862672
935	0.9835070862
936	0.9823531776
937	0.9803790387
938	0.9776713329
939	0.9741105049
940	0.9731163904
941	0.9696148822
942	0.9670747023
943	0.96431011
944	0.9625517902
945	0.9570024716
946	0.9527239613
947	0.9499440004
948	0.9455264954
949	0.9443189079
950	0.9381512446
951	0.9336135345
952	0.9308144464
953	0.9295498754
954	0.9249789242
955	0.9210801116
956	0.9198953192
957	0.9138182724
958	0.9115997138
959	0.9102242416
960	0.9099164289
961	0.9045101849
962	0.9007773536
963	0.8968528469
964	0.8929935307
965	0.8909245706
966	0.8901392726
967	0.887884639
968	0.8855637414
969	0.8846186365
970	0.8821210697
971	0.880514663
972	0.8797978893
973	0.8786622458
974	0.8736735998
975	0.8675930323
976	0.8650983871
977	0.8615502264
978	0.8598592313
979	0.8566157388
980	0.853434777
981	0.8520531035
982	0.8442661211
983	0.8402464205
984	0.8359659804
985	0.832712205
986	0.8310573773
987	0.8290019244
988	0.8258797356
989	0.8246435793
990	0.8227664754
991	0.8204234305
992	0.8197289535
993	0.8182197643
994	0.8155741033
995	0.8153431985
996	0.8151127883
997	0.8139652125
998	0.8127716415
999	0.8103272975
